rank,signature_id,input_value,borrow_ratio,repay_ratio,replay_cycles,liquidity_offset,borrow_offset,supplied_capital,shares_received,borrowed_capital,debt_shares_minted,repaid_capital,debt_shares_burned,withdrawn_capital,phantom_debt_shares,phantom_debt_value,final_output,delta,loss_ratio_ppm,accumulated_delta,accumulated_phantom_debt_shares,accumulated_phantom_debt_value,accumulated_loss_ratio_ppm,confirmation_status
157,3,100000000,99/100,1/20,2,73,183,100000000,99999999,99000000,99000000,4950000,4949999,99999999,94050001,94050002,5949997,-94050003,940500,-188100006,188100002,188100004,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
158,3,100000000,99/100,1/20,2,191,174,100000000,99999999,99000000,99000000,4950000,4949999,99999999,94050001,94050002,5949997,-94050003,940500,-188100006,188100002,188100004,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
159,3,100000000,99/100,1/20,2,242,374,100000000,99999999,99000000,99000000,4950000,4949999,99999999,94050001,94050002,5949997,-94050003,940500,-188100006,188100002,188100004,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
160,3,100000000,99/100,1/20,2,411,372,100000000,99999999,99000000,99000000,4950000,4949999,99999999,94050001,94050002,5949997,-94050003,940500,-188100006,188100002,188100004,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
161,3,100000000,99/100,1/20,2,478,397,100000000,99999999,99000000,99000000,4950000,4949999,99999999,94050001,94050002,5949997,-94050003,940500,-188100006,188100002,188100004,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
162,3,100000000,99/100,1/20,2,8191,8191,100000000,99999999,99000000,99000000,4950000,4949999,99999999,94050001,94050002,5949997,-94050003,940500,-188100006,188100002,188100004,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
163,2,100000000,19/20,1/100,1,1,1,100000000,99999999,95000000,95000000,950000,949999,99999999,94050001,94050002,5949997,-94050003,940500,-94050003,94050001,94050002,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
164,2,100000000,19/20,1/100,1,73,183,100000000,99999999,95000000,95000000,950000,949999,99999999,94050001,94050002,5949997,-94050003,940500,-94050003,94050001,94050002,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
165,2,100000000,19/20,1/100,1,191,174,100000000,99999999,95000000,95000000,950000,949999,99999999,94050001,94050002,5949997,-94050003,940500,-94050003,94050001,94050002,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
166,2,100000000,19/20,1/100,1,242,374,100000000,99999999,95000000,95000000,950000,949999,99999999,94050001,94050002,5949997,-94050003,940500,-94050003,94050001,94050002,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
167,2,100000000,19/20,1/100,1,411,372,100000000,99999999,95000000,95000000,950000,949999,99999999,94050001,94050002,5949997,-94050003,940500,-94050003,94050001,94050002,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
168,2,100000000,19/20,1/100,1,478,397,100000000,99999999,95000000,95000000,950000,949999,99999999,94050001,94050002,5949997,-94050003,940500,-94050003,94050001,94050002,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
169,2,100000000,19/20,1/100,1,8191,8191,100000000,99999999,95000000,95000000,950000,949999,99999999,94050001,94050002,5949997,-94050003,940500,-94050003,94050001,94050002,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
170,3,100000000,99/100,1/20,1,1,1,100000000,99999999,99000000,99000000,4950000,4949999,99999999,94050001,94050002,5949997,-94050003,940500,-94050003,94050001,94050002,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
171,3,100000000,99/100,1/20,1,73,183,100000000,99999999,99000000,99000000,4950000,4949999,99999999,94050001,94050002,5949997,-94050003,940500,-94050003,94050001,94050002,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
172,3,100000000,99/100,1/20,1,191,174,100000000,99999999,99000000,99000000,4950000,4949999,99999999,94050001,94050002,5949997,-94050003,940500,-94050003,94050001,94050002,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
173,3,100000000,99/100,1/20,1,242,374,100000000,99999999,99000000,99000000,4950000,4949999,99999999,94050001,94050002,5949997,-94050003,940500,-94050003,94050001,94050002,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
174,3,100000000,99/100,1/20,1,411,372,100000000,99999999,99000000,99000000,4950000,4949999,99999999,94050001,94050002,5949997,-94050003,940500,-94050003,94050001,94050002,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
175,3,100000000,99/100,1/20,1,478,397,100000000,99999999,99000000,99000000,4950000,4949999,99999999,94050001,94050002,5949997,-94050003,940500,-94050003,94050001,94050002,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
176,3,100000000,99/100,1/20,1,8191,8191,100000000,99999999,99000000,99000000,4950000,4949999,99999999,94050001,94050002,5949997,-94050003,940500,-94050003,94050001,94050002,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
177,2,100000000,19/20,1/100,10000,0,0,100000000,100000000,95000000,95000000,950000,950000,100000000,94050000,94050000,5950000,-94050000,940500,-940500000000,940500000000,940500000000,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
178,3,100000000,99/100,1/20,10000,0,0,100000000,100000000,99000000,99000000,4950000,4950000,100000000,94050000,94050000,5950000,-94050000,940500,-940500000000,940500000000,940500000000,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
179,2,100000000,19/20,1/100,1000,0,0,100000000,100000000,95000000,95000000,950000,950000,100000000,94050000,94050000,5950000,-94050000,940500,-94050000000,94050000000,94050000000,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
180,3,100000000,99/100,1/20,1000,0,0,100000000,100000000,99000000,99000000,4950000,4950000,100000000,94050000,94050000,5950000,-94050000,940500,-94050000000,94050000000,94050000000,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
181,2,100000000,19/20,1/100,100,0,0,100000000,100000000,95000000,95000000,950000,950000,100000000,94050000,94050000,5950000,-94050000,940500,-9405000000,9405000000,9405000000,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
182,3,100000000,99/100,1/20,100,0,0,100000000,100000000,99000000,99000000,4950000,4950000,100000000,94050000,94050000,5950000,-94050000,940500,-9405000000,9405000000,9405000000,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
183,2,100000000,19/20,1/100,25,0,0,100000000,100000000,95000000,95000000,950000,950000,100000000,94050000,94050000,5950000,-94050000,940500,-2351250000,2351250000,2351250000,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
184,3,100000000,99/100,1/20,25,0,0,100000000,100000000,99000000,99000000,4950000,4950000,100000000,94050000,94050000,5950000,-94050000,940500,-2351250000,2351250000,2351250000,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
185,2,100000000,19/20,1/100,10,0,0,100000000,100000000,95000000,95000000,950000,950000,100000000,94050000,94050000,5950000,-94050000,940500,-940500000,940500000,940500000,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
186,3,100000000,99/100,1/20,10,0,0,100000000,100000000,99000000,99000000,4950000,4950000,100000000,94050000,94050000,5950000,-94050000,940500,-940500000,940500000,940500000,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
187,2,100000000,19/20,1/100,5,0,0,100000000,100000000,95000000,95000000,950000,950000,100000000,94050000,94050000,5950000,-94050000,940500,-470250000,470250000,470250000,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
188,3,100000000,99/100,1/20,5,0,0,100000000,100000000,99000000,99000000,4950000,4950000,100000000,94050000,94050000,5950000,-94050000,940500,-470250000,470250000,470250000,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
189,2,100000000,19/20,1/100,2,0,0,100000000,100000000,95000000,95000000,950000,950000,100000000,94050000,94050000,5950000,-94050000,940500,-188100000,188100000,188100000,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
190,3,100000000,99/100,1/20,2,0,0,100000000,100000000,99000000,99000000,4950000,4950000,100000000,94050000,94050000,5950000,-94050000,940500,-188100000,188100000,188100000,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
191,2,100000000,19/20,1/100,1,0,0,100000000,100000000,95000000,95000000,950000,950000,100000000,94050000,94050000,5950000,-94050000,940500,-94050000,94050000,94050000,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
192,3,100000000,99/100,1/20,1,0,0,100000000,100000000,99000000,99000000,4950000,4950000,100000000,94050000,94050000,5950000,-94050000,940500,-94050000,94050000,94050000,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
193,4,100000000,19/20,1/20,10000,1,1,100000000,99999999,95000000,95000000,4750000,4749999,99999999,90250001,90250002,9749997,-90250003,902500,-902500030000,902500010000,902500020000,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
194,4,100000000,19/20,1/20,10000,73,183,100000000,99999999,95000000,95000000,4750000,4749999,99999999,90250001,90250002,9749997,-90250003,902500,-902500030000,902500010000,902500020000,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
195,4,100000000,19/20,1/20,10000,191,174,100000000,99999999,95000000,95000000,4750000,4749999,99999999,90250001,90250002,9749997,-90250003,902500,-902500030000,902500010000,902500020000,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
196,4,100000000,19/20,1/20,10000,242,374,100000000,99999999,95000000,95000000,4750000,4749999,99999999,90250001,90250002,9749997,-90250003,902500,-902500030000,902500010000,902500020000,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
197,4,100000000,19/20,1/20,10000,411,372,100000000,99999999,95000000,95000000,4750000,4749999,99999999,90250001,90250002,9749997,-90250003,902500,-902500030000,902500010000,902500020000,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
198,4,100000000,19/20,1/20,10000,478,397,100000000,99999999,95000000,95000000,4750000,4749999,99999999,90250001,90250002,9749997,-90250003,902500,-902500030000,902500010000,902500020000,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
199,4,100000000,19/20,1/20,10000,8191,8191,100000000,99999999,95000000,95000000,4750000,4749999,99999999,90250001,90250002,9749997,-90250003,902500,-902500030000,902500010000,902500020000,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
200,4,100000000,19/20,1/20,1000,1,1,100000000,99999999,95000000,95000000,4750000,4749999,99999999,90250001,90250002,9749997,-90250003,902500,-90250003000,90250001000,90250002000,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
201,4,100000000,19/20,1/20,1000,73,183,100000000,99999999,95000000,95000000,4750000,4749999,99999999,90250001,90250002,9749997,-90250003,902500,-90250003000,90250001000,90250002000,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
202,4,100000000,19/20,1/20,1000,191,174,100000000,99999999,95000000,95000000,4750000,4749999,99999999,90250001,90250002,9749997,-90250003,902500,-90250003000,90250001000,90250002000,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
203,4,100000000,19/20,1/20,1000,242,374,100000000,99999999,95000000,95000000,4750000,4749999,99999999,90250001,90250002,9749997,-90250003,902500,-90250003000,90250001000,90250002000,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
204,4,100000000,19/20,1/20,1000,411,372,100000000,99999999,95000000,95000000,4750000,4749999,99999999,90250001,90250002,9749997,-90250003,902500,-90250003000,90250001000,90250002000,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
205,4,100000000,19/20,1/20,1000,478,397,100000000,99999999,95000000,95000000,4750000,4749999,99999999,90250001,90250002,9749997,-90250003,902500,-90250003000,90250001000,90250002000,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
206,4,100000000,19/20,1/20,1000,8191,8191,100000000,99999999,95000000,95000000,4750000,4749999,99999999,90250001,90250002,9749997,-90250003,902500,-90250003000,90250001000,90250002000,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
207,4,100000000,19/20,1/20,100,1,1,100000000,99999999,95000000,95000000,4750000,4749999,99999999,90250001,90250002,9749997,-90250003,902500,-9025000300,9025000100,9025000200,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
208,4,100000000,19/20,1/20,100,73,183,100000000,99999999,95000000,95000000,4750000,4749999,99999999,90250001,90250002,9749997,-90250003,902500,-9025000300,9025000100,9025000200,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
209,4,100000000,19/20,1/20,100,191,174,100000000,99999999,95000000,95000000,4750000,4749999,99999999,90250001,90250002,9749997,-90250003,902500,-9025000300,9025000100,9025000200,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
210,4,100000000,19/20,1/20,100,242,374,100000000,99999999,95000000,95000000,4750000,4749999,99999999,90250001,90250002,9749997,-90250003,902500,-9025000300,9025000100,9025000200,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
211,4,100000000,19/20,1/20,100,411,372,100000000,99999999,95000000,95000000,4750000,4749999,99999999,90250001,90250002,9749997,-90250003,902500,-9025000300,9025000100,9025000200,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
212,4,100000000,19/20,1/20,100,478,397,100000000,99999999,95000000,95000000,4750000,4749999,99999999,90250001,90250002,9749997,-90250003,902500,-9025000300,9025000100,9025000200,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
213,4,100000000,19/20,1/20,100,8191,8191,100000000,99999999,95000000,95000000,4750000,4749999,99999999,90250001,90250002,9749997,-90250003,902500,-9025000300,9025000100,9025000200,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
214,4,100000000,19/20,1/20,25,1,1,100000000,99999999,95000000,95000000,4750000,4749999,99999999,90250001,90250002,9749997,-90250003,902500,-2256250075,2256250025,2256250050,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
